query,name,google_id,place_id,location_link,reviews_link,reviews,rating,review_id,review_pagination_id,author_link,author_title,author_id,author_image,review_text,review_img_url,review_img_urls,review_questions,review_photo_ids,owner_answer,owner_answer_timestamp,owner_answer_timestamp_datetime_utc,review_link,review_rating,review_timestamp,review_datetime_utc,review_likes,reviews_id,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5
0x89c2564d071aee0f:0x2087a753d52886b2,EmpireCLS Worldwide Chauffeured Services,0x89c2564d071aee0f:0x2087a753d52886b2,ChIJD-4aB01WwokRsoYo1VOnhyA,"https://www.google.com/maps/place/EmpireCLS+Worldwide+Chauffeured+Services/@40.7806205,-74.0809783,14z/data=!4m8!1m2!2m1!1sEmpireCLS+Worldwide+Chauffeured+Services!3m4!1s0x89c2564d071aee0f:0x2087a753d52886b2!8m2!3d40.7806205!4d-74.0809783",https://search.google.com/local/reviews?placeid=ChIJD-4aB01WwokRsoYo1VOnhyA&q=*&authuser=0&hl=en&gl=US,114,4.2,ChdDSUhNMG9nS0VJQ0FnSURWNHNQMXJBRRAB,CAESBkVnSUlBUQ==,https://www.google.com/maps/contrib/105375374821901363666?hl=en-US,Olivia Chugranis,105375374821901363666,https://lh3.googleusercontent.com/a-/ALV-UjWTS7XJSLriEBgd2miXOescn9ZSFMsBn6I_QdPShqTyHOs=s120-c-rp-mo-br100,"I used Empire quite a few times and its never been anything but amazing! From the moment I get into the car, I am greeted by a level of comfort that is impeccably maintained.

No matter the time or location, their drivers are consistently on time, while showing a level of professionalism that is truly commendable. It's clear that EmpireCLS values their clients' time and understands the importance of reliable service. I recommend Empire to all of my friends and family!!",,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURWNHNQMXJBRRAB!2m1!1s0x0:0x2087a753d52886b2!3m1!1s2@1:CIHM0ogKEICAgIDV4sP1rAE%7CCgwIkaTeqwYQ-MPWiQI%7C?hl=en-US,5,1702334993,12/11/2023 22:49:53,0,2344026109569959602,21,1,3,2,87
0x89c2564d071aee0f:0x2087a753d52886b2,EmpireCLS Worldwide Chauffeured Services,0x89c2564d071aee0f:0x2087a753d52886b2,ChIJD-4aB01WwokRsoYo1VOnhyA,"https://www.google.com/maps/place/EmpireCLS+Worldwide+Chauffeured+Services/@40.7806205,-74.0809783,14z/data=!4m8!1m2!2m1!1sEmpireCLS+Worldwide+Chauffeured+Services!3m4!1s0x89c2564d071aee0f:0x2087a753d52886b2!8m2!3d40.7806205!4d-74.0809783",https://search.google.com/local/reviews?placeid=ChIJD-4aB01WwokRsoYo1VOnhyA&q=*&authuser=0&hl=en&gl=US,114,4.2,ChZDSUhNMG9nS0VJQ0FnSURGdFl2ZWJnEAE,CAESBkVnSUlBZw==,https://www.google.com/maps/contrib/114176802502974023828?hl=en-US,smiley4488,114176802502974023828,https://lh3.googleusercontent.com/a-/ALV-UjWv7Yl4K9coX38PRPFfjQgpoTXz099Lr8Wf5fJRuH_572M=s120-c-rp-mo-br100,My kids book me with empire cls when I come visit in New Jersey for the holidays. The driver I had last time Kim I believe his name was is great. Can I request drivers? Hoping to request him again this thanksgiving…,,,,,"Hi! We are happy to hear that your experience with us has been great. You can request chauffeurs and we do our best to honor the request depending on availability.

Thank you again for taking the time to leave a review, and thank you for choosing EmpireCLS. We look forward to serving you again soon.",1699542949,11/09/2023 15:15:49,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURGdFl2ZWJnEAE!2m1!1s0x0:0x2087a753d52886b2!3m1!1s2@1:CIHM0ogKEICAgIDFtYvebg%7CCgwIluqwqgYQ8IGylQM%7C?hl=en-US,5,1699493142,11/09/2023 01:25:42,0,2344026109569959602,21,1,3,2,87
0x89c2564d071aee0f:0x2087a753d52886b2,EmpireCLS Worldwide Chauffeured Services,0x89c2564d071aee0f:0x2087a753d52886b2,ChIJD-4aB01WwokRsoYo1VOnhyA,"https://www.google.com/maps/place/EmpireCLS+Worldwide+Chauffeured+Services/@40.7806205,-74.0809783,14z/data=!4m8!1m2!2m1!1sEmpireCLS+Worldwide+Chauffeured+Services!3m4!1s0x89c2564d071aee0f:0x2087a753d52886b2!8m2!3d40.7806205!4d-74.0809783",https://search.google.com/local/reviews?placeid=ChIJD-4aB01WwokRsoYo1VOnhyA&q=*&authuser=0&hl=en&gl=US,114,4.2,ChdDSUhNMG9nS0VJQ0FnSUNKenVTQ3FRRRAB,CAESBkVnSUlBdw==,https://www.google.com/maps/contrib/111394657426270535354?hl=en-US,Jared,111394657426270535354,https://lh3.googleusercontent.com/a-/ALV-UjUpJPdtsalVJgmsgT5fN5SPs5YyNkysQv98YsK82sArnGE=s120-c-rp-mo-ba2-br100,"Fantastic experience, my wife and I were stranded in Newark with weather delays, soonest flight was two days after our original cancellation (which ended up being cancelled as well, so we'd have been stuck longer) and all the rental cars were booked too. So we were feeling pretty hopeless.

Our travel agent booked with EmpireCLS and it was reasonably priced for the drive we needed. The car was immaculate and comfortable, Mr. Farid, our driver, was the utmost professional, safe and courteous.  We got home and avoided a ton of hassel so my wife and I are very thankful for the service. Would absolutely recommend this business to anyone.",,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNKenVTQ3FRRRAB!2m1!1s0x0:0x2087a753d52886b2!3m1!1s2@1:CIHM0ogKEICAgICJzuSCqQE%7CCgwI8-jqpAYQqKe8pAE%7C?hl=en-US,5,1687860339,06/27/2023 10:05:39,4,2344026109569959602,21,1,3,2,87
0x89c2564d071aee0f:0x2087a753d52886b2,EmpireCLS Worldwide Chauffeured Services,0x89c2564d071aee0f:0x2087a753d52886b2,ChIJD-4aB01WwokRsoYo1VOnhyA,"https://www.google.com/maps/place/EmpireCLS+Worldwide+Chauffeured+Services/@40.7806205,-74.0809783,14z/data=!4m8!1m2!2m1!1sEmpireCLS+Worldwide+Chauffeured+Services!3m4!1s0x89c2564d071aee0f:0x2087a753d52886b2!8m2!3d40.7806205!4d-74.0809783",https://search.google.com/local/reviews?placeid=ChIJD-4aB01WwokRsoYo1VOnhyA&q=*&authuser=0&hl=en&gl=US,114,4.2,ChZDSUhNMG9nS0VJQ0FnSUQyM2JIYUp3EAE,CAESBkVnSUlCQQ==,https://www.google.com/maps/contrib/117488888275175621943?hl=en-US,Christina Natsikostas,117488888275175621943,https://lh3.googleusercontent.com/a-/ALV-UjWvoa-kL2MeS2_ObQdFWsTksjDhTXV84HY2Kjw6ISrvxg=s120-c-rp-mo-ba3-br100,"Best service in the industry. I will never ride with anyone else. Extremely clean vehicles with exceptional service. I always arrive early to my destinations. Once you ride with EmpireCLS, you will never want to use another service. Like flying in first class, you will not want to fly coach again.",,,,,"Hi Christina! We are happy to hear that your experience with us has been excellent.

Thank you again for taking the time to leave a review, and thank you for choosing EmpireCLS. We look forward to serving you again soon.",1668623535,11/16/2022 18:32:15,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQyM2JIYUp3EAE!2m1!1s0x0:0x2087a753d52886b2!3m1!1s2@1:CIHM0ogKEICAgID23bHaJw%7CCgwIxcWnpwYQiKWgsgM%7C?hl=en-US,5,1693049541,08/26/2023 11:32:21,1,2344026109569959602,21,1,3,2,87
0x89c2564d071aee0f:0x2087a753d52886b2,EmpireCLS Worldwide Chauffeured Services,0x89c2564d071aee0f:0x2087a753d52886b2,ChIJD-4aB01WwokRsoYo1VOnhyA,"https://www.google.com/maps/place/EmpireCLS+Worldwide+Chauffeured+Services/@40.7806205,-74.0809783,14z/data=!4m8!1m2!2m1!1sEmpireCLS+Worldwide+Chauffeured+Services!3m4!1s0x89c2564d071aee0f:0x2087a753d52886b2!8m2!3d40.7806205!4d-74.0809783",https://search.google.com/local/reviews?placeid=ChIJD-4aB01WwokRsoYo1VOnhyA&q=*&authuser=0&hl=en&gl=US,114,4.2,ChZDSUhNMG9nS0VJQ0FnSURoOGR5SktBEAE,CAESBkVnSUlCUQ==,https://www.google.com/maps/contrib/107566500204803301096?hl=en-US,Jennifer Davis-Greene,107566500204803301096,https://lh3.googleusercontent.com/a/ACg8ocK6Q1gTl5BZlctXdalkWs6HM4LaLOPS2_W98hr9QdPPyQ=s120-c-rp-mo-ba2-br100,"I have now used this company twice and couldn't be happier. First experience was transferring 12 people to the airport for an early flight. He was early, helpful with luggage and waters were ready at our seats. The van was extremely comfortable and the driver was safe and professional.

My second time using them was for a friends 50th Birthday with 7 people. This van had a huge screen, lights, beautiful leather. It was the perfect transportation as we went to multiple wineries. Our Chauffeur arrived early and was helpful and professional.

We will absolutely use this company again.",,,,,"Hi Jennifer! We are happy to hear that your experience with us has been excellent. We are grateful for the opportunity to serve you, your company and your friends.

Thank you again for taking the time to leave a review, and thank you for choosing EmpireCLS. We look forward to serving you again soon.",1678896656,03/15/2023 16:10:56,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURoOGR5SktBEAE!2m1!1s0x0:0x2087a753d52886b2!3m1!1s2@1:CIHM0ogKEICAgIDh8dyJKA%7CCgwI96yyoAYQ0PbHxgI%7C?hl=en-US,5,1678546551,03/11/2023 14:55:51,1,2344026109569959602,21,1,3,2,87
0x89c2564d071aee0f:0x2087a753d52886b2,EmpireCLS Worldwide Chauffeured Services,0x89c2564d071aee0f:0x2087a753d52886b2,ChIJD-4aB01WwokRsoYo1VOnhyA,"https://www.google.com/maps/place/EmpireCLS+Worldwide+Chauffeured+Services/@40.7806205,-74.0809783,14z/data=!4m8!1m2!2m1!1sEmpireCLS+Worldwide+Chauffeured+Services!3m4!1s0x89c2564d071aee0f:0x2087a753d52886b2!8m2!3d40.7806205!4d-74.0809783",https://search.google.com/local/reviews?placeid=ChIJD-4aB01WwokRsoYo1VOnhyA&q=*&authuser=0&hl=en&gl=US,114,4.2,ChZDSUhNMG9nS0VJQ0FnSUR4MTRtc1B3EAE,CAESBkVnSUlCZw==,https://www.google.com/maps/contrib/110012748945714511371?hl=en-US,J. Phinnaeus Morgan,110012748945714511371,https://lh3.googleusercontent.com/a-/ALV-UjVzDSUOBRdrjyNq9tPZ4a4CLgOxvxESj-lSwVrRHPLr1lE=s120-c-rp-mo-ba3-br100,"I wanted to give the team at Empire CLS a shout out today— their top brass (problem solver and fixer) in dispatch and a hearty welcome to the team to Bryant.

Bryant, between you and me, there are a few things in this world that you just can’t teach people. They either have it or they don’t.

And, you got it. I was so impressed with your professionalism. But, this is a people business, you gotta care about your clients.

And, you care, a lot. Keep up the extraordinary work. I wish you all the success in the world.

Last but not least, I want to thank all of the drivers that I have had the opportunity to work with over the years.",,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR4MTRtc1B3EAE!2m1!1s0x0:0x2087a753d52886b2!3m1!1s2@1:CIHM0ogKEICAgIDx14msPw%7CCgwIpdeypAYQ4MjZrwM%7C?hl=en-US,5,1686940581,06/16/2023 18:36:21,1,2344026109569959602,21,1,3,2,87
0x89c2564d071aee0f:0x2087a753d52886b2,EmpireCLS Worldwide Chauffeured Services,0x89c2564d071aee0f:0x2087a753d52886b2,ChIJD-4aB01WwokRsoYo1VOnhyA,"https://www.google.com/maps/place/EmpireCLS+Worldwide+Chauffeured+Services/@40.7806205,-74.0809783,14z/data=!4m8!1m2!2m1!1sEmpireCLS+Worldwide+Chauffeured+Services!3m4!1s0x89c2564d071aee0f:0x2087a753d52886b2!8m2!3d40.7806205!4d-74.0809783",https://search.google.com/local/reviews?placeid=ChIJD-4aB01WwokRsoYo1VOnhyA&q=*&authuser=0&hl=en&gl=US,114,4.2,ChdDSUhNMG9nS0VJQ0FnSURoazVPbi1RRRAB,CAESBkVnSUlCdw==,https://www.google.com/maps/contrib/113599429406365217471?hl=en-US,Nancy Jay,113599429406365217471,https://lh3.googleusercontent.com/a/ACg8ocKEV8f9DY8gcEj2XviRdXF3BmkdQjXfZefaI79cm5sg=s120-c-rp-mo-br100,"We had the most amazing experience riding in
the Ground Force 1! It was absolutely
incredible. Talk about perfection. It made my
50th birthday experience the best! We were
treated like royalty from our driver and the
vehicle was immaculate. The driver greeted
us with a warm smile and was attentive to our
needs and made sure we had everything we
needed. I would highly recommend this
company to everyone and I am already
thinking of another reason to use the Ground
Force 1! I felt like a celebrity! 5 stars!!!",,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoazVPbi1RRRAB!2m1!1s0x0:0x2087a753d52886b2!3m1!1s2@1:CIHM0ogKEICAgIDhk5On-QE%7CCgsIgvHOoAYQsPGbPA%7C?hl=en-US,5,1679014018,03/17/2023 00:46:58,0,2344026109569959602,21,1,3,2,87
0x89c2564d071aee0f:0x2087a753d52886b2,EmpireCLS Worldwide Chauffeured Services,0x89c2564d071aee0f:0x2087a753d52886b2,ChIJD-4aB01WwokRsoYo1VOnhyA,"https://www.google.com/maps/place/EmpireCLS+Worldwide+Chauffeured+Services/@40.7806205,-74.0809783,14z/data=!4m8!1m2!2m1!1sEmpireCLS+Worldwide+Chauffeured+Services!3m4!1s0x89c2564d071aee0f:0x2087a753d52886b2!8m2!3d40.7806205!4d-74.0809783",https://search.google.com/local/reviews?placeid=ChIJD-4aB01WwokRsoYo1VOnhyA&q=*&authuser=0&hl=en&gl=US,114,4.2,ChZDSUhNMG9nS0VJQ0FnSUNSaS0ydlVBEAE,CAESBkVnSUlDQQ==,https://www.google.com/maps/contrib/102806529916549547904?hl=en-US,James Dunham,102806529916549547904,https://lh3.googleusercontent.com/a-/ALV-UjVtnJ69EIh7GFhHuwmKZVsQHvHXpV1kL_E7C6QXPlsuAPQ=s120-c-rp-mo-br100,"HARD PASS! Had international flight driver did not show up on time called me 3 minutes after the pickup time and told me he was 10 minutes away and I asked him where he was. He was clearly 20 minutes away. Then he told me to chill, then he asked me what did he want me to do and I shared with him that I wanted him to be on time.  Contacted their call center. They immediately refunded me and apologized. First time I tried them. I can't rely on them, will never try them again.",,,,,"Hi James, 

Thank you for taking the time to leave a review. We are sorry to see that your experience with us was not a 5-Star one. 

If you have a trip ID, our dedicated Customer Care Team can look into any issues that may have occurred. Please forward that Trip ID # to customercare@empirecls.com or call us at +1 (201)-588-2896, where our elite Customer Care team would be eager to address any issues. 

As always, thank you for choosing EmpireCLS. We look forward to resolving this and serving you in the future.",1681149451,04/10/2023 17:57:31,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNSaS0ydlVBEAE!2m1!1s0x0:0x2087a753d52886b2!3m1!1s2@1:CIHM0ogKEICAgICRi-2vUA%7CCgwI04PRoQYQkLa5vQI%7C?hl=en-US,1,1681146323,04/10/2023 17:05:23,2,2344026109569959602,21,1,3,2,87
0x89c2564d071aee0f:0x2087a753d52886b2,EmpireCLS Worldwide Chauffeured Services,0x89c2564d071aee0f:0x2087a753d52886b2,ChIJD-4aB01WwokRsoYo1VOnhyA,"https://www.google.com/maps/place/EmpireCLS+Worldwide+Chauffeured+Services/@40.7806205,-74.0809783,14z/data=!4m8!1m2!2m1!1sEmpireCLS+Worldwide+Chauffeured+Services!3m4!1s0x89c2564d071aee0f:0x2087a753d52886b2!8m2!3d40.7806205!4d-74.0809783",https://search.google.com/local/reviews?placeid=ChIJD-4aB01WwokRsoYo1VOnhyA&q=*&authuser=0&hl=en&gl=US,114,4.2,ChdDSUhNMG9nS0VJQ0FnSURoOC12ZnVnRRAB,CAESBkVnSUlDUQ==,https://www.google.com/maps/contrib/101656457127496278896?hl=en-US,Lianne Mitchell,101656457127496278896,https://lh3.googleusercontent.com/a/ACg8ocJElHv2tyJFejSxFA9alwN-L8yol7wlYYNzvX5stUnt=s120-c-rp-mo-br100,Could not recommend EmpireCLS more highly. We rented the Sprint Van for a birthday girls day and it was awesome. Felt like rockstars in the fancy ride which was super clean and comfortable.  The driver was so friendly and accommodating of our needs. Would definitely use them again.,,,,,,,,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURoOC12ZnVnRRAB!2m1!1s0x0:0x2087a753d52886b2!3m1!1s2@1:CIHM0ogKEICAgIDh8-vfugE%7CCgsIiPLRoAYQuL2IBw%7C?hl=en-US,5,1679063304,03/17/2023 14:28:24,0,2344026109569959602,21,1,3,2,87
0x89c2564d071aee0f:0x2087a753d52886b2,EmpireCLS Worldwide Chauffeured Services,0x89c2564d071aee0f:0x2087a753d52886b2,ChIJD-4aB01WwokRsoYo1VOnhyA,"https://www.google.com/maps/place/EmpireCLS+Worldwide+Chauffeured+Services/@40.7806205,-74.0809783,14z/data=!4m8!1m2!2m1!1sEmpireCLS+Worldwide+Chauffeured+Services!3m4!1s0x89c2564d071aee0f:0x2087a753d52886b2!8m2!3d40.7806205!4d-74.0809783",https://search.google.com/local/reviews?placeid=ChIJD-4aB01WwokRsoYo1VOnhyA&q=*&authuser=0&hl=en&gl=US,114,4.2,ChZDSUhNMG9nS0VJQ0FnSUQtNF9YUUxnEAE,CAESBkVnSUlDZw==,https://www.google.com/maps/contrib/116267621562986815635?hl=en-US,Brett Finer,116267621562986815635,https://lh3.googleusercontent.com/a/ACg8ocLBG702g_qQT4W7uLePzyHtnqHED6AnxIh-Y4PeTlqD=s120-c-rp-mo-br100,"Our recent experiences with EmpireCLS have been phenomenal. We took the car service to an event in NYC from NJ, as well as to and from JFK (which can be a challenge!). The 4 drivers we have had have been. I thing short of fantastic. Shows up early, professional and top notch. I highly recommend Empire CLS! Id give them 6 starts if I could!",,,,,"Hi there Brett! We are happy to hear that your experience with our company was excellent. Thank you for taking the time to leave a review, and thank you for choosing EmpireCLS. We look forward to serving you again soon.",1675266666,02/01/2023 15:51:06,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQtNF9YUUxnEAE!2m1!1s0x0:0x2087a753d52886b2!3m1!1s2@1:CIHM0ogKEICAgID-4_XQLg%7CCgwI1r_HnAYQ4PLf0gM%7C?hl=en-US,5,1670504406,12/08/2022 13:00:06,0,2344026109569959602,21,1,3,2,87
